murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,violentPerPop,nonViolPerPop
3,12.98,,,50.0,216.25,148.0,640.11,323.0,1397.0,1147.0,4960.86,423.0,1829.51,11.0,47.58,,8234.94
0,0.0,8.0,29.45,21.0,77.32,42.0,154.63,313.0,1152.39,605.0,2227.46,81.0,298.22,6.0,22.09,261.4,3700.16
2,9.52,3.0,14.28,5.0,23.8,14.0,66.63,88.0,418.83,313.0,1489.7,11.0,52.35,3.0,14.28,114.23,1975.16
1,6.7,11.0,73.71,3.0,20.1,87.0,582.95,180.0,1206.11,446.0,2988.47,46.0,308.23,25.0,167.52,683.46,4670.33
3,3.54,19.0,22.4,311.0,366.59,129.0,152.06,894.0,1053.81,1720.0,2027.47,799.0,941.83,33.0,38.9,544.59,4062.0
1,2.61,14.0,36.6,21.0,54.89,454.0,1186.74,187.0,488.81,1407.0,3677.85,116.0,303.22,35.0,91.49,1280.84,4561.38
4,11.29,26.0,73.4,201.0,567.46,275.0,776.38,552.0,1558.4,1559.0,4401.34,143.0,403.72,75.0,211.74,1428.53,6575.2
0,0.0,8.0,58.06,2.0,14.51,9.0,65.32,39.0,283.04,305.0,2213.51,10.0,72.57,3.0,21.77,137.89,2590.9
2,16.62,3.0,24.93,36.0,299.15,119.0,988.86,155.0,1288.02,495.0,4113.35,33.0,274.22,0.0,0.0,1329.57,5675.59
0,0.0,1.0,5.29,14.0,74.04,7.0,37.02,111.0,587.02,439.0,2321.65,131.0,692.79,0.0,0.0,116.35,3601.46
3,3.5,17.0,19.83,35.0,40.83,308.0,359.35,517.0,603.19,2444.0,2851.44,636.0,742.03,48.0,56.0,423.52,4252.66
1,9.55,0.0,0.0,0.0,0.0,21.0,200.63,55.0,525.46,119.0,1136.91,6.0,57.32,0.0,0.0,210.18,1719.69
0,0.0,11.0,24.24,18.0,39.67,40.0,88.16,213.0,469.44,1186.0,2613.89,101.0,222.6,7.0,15.43,152.07,3321.36
4,5.3,66.0,87.51,62.0,82.21,389.0,515.77,963.0,1276.83,3956.0,5245.22,391.0,518.42,23.0,30.5,690.79,7070.97
98,17.8,480.0,87.16,4081.0,741.04,6184.0,1122.9,7982.0,1449.39,24789.0,4501.24,11932.0,2166.64,,,1968.89,
0,0.0,5.0,24.55,8.0,39.28,12.0,58.91,145.0,711.87,671.0,3294.22,25.0,122.74,18.0,88.37,122.74,4217.19
0,0.0,4.0,14.32,1.0,3.58,10.0,35.8,92.0,329.35,425.0,1521.44,15.0,53.7,1.0,3.58,53.7,1908.07
0,0.0,8.0,64.75,16.0,129.5,37.0,299.47,182.0,1473.09,912.0,7381.63,51.0,412.79,5.0,40.47,493.73,9307.97
0,0.0,20.0,31.69,10.0,15.84,485.0,768.45,354.0,560.89,1797.0,2847.23,160.0,253.51,5.0,7.92,815.98,3669.55
2,3.02,10.0,15.12,77.0,116.41,183.0,276.67,521.0,787.69,3090.0,4671.7,349.0,527.64,21.0,31.75,411.23,6018.78
0,0.0,7.0,25.27,1.0,3.61,,,149.0,537.93,497.0,1794.29,38.0,137.19,3.0,10.83,,2480.23
2,1.02,99.0,50.47,316.0,161.1,214.0,109.1,1606.0,818.74,7466.0,3806.15,913.0,465.45,56.0,28.55,321.68,5118.88
1,8.85,2.0,17.7,2.0,17.7,142.0,1256.64,158.0,1398.23,345.0,3053.1,27.0,238.94,1.0,8.85,1300.88,4699.12
5,12.29,,,67.0,164.72,126.0,309.77,284.0,698.22,1417.0,3483.71,331.0,813.77,14.0,34.42,,5030.12
0,0.0,4.0,35.61,1.0,8.9,4.0,35.61,66.0,587.55,263.0,2341.32,12.0,106.83,4.0,35.61,80.12,3071.31
4,16.85,,,110.0,463.39,269.0,1133.2,407.0,1714.55,833.0,3509.14,140.0,589.77,22.0,92.68,,5906.14
0,0.0,,,27.0,196.35,51.0,370.88,98.0,712.68,347.0,2523.45,141.0,1025.38,0.0,0.0,,4261.51
0,0.0,2.0,5.74,22.0,63.12,123.0,352.89,196.0,562.33,764.0,2191.94,267.0,766.03,5.0,14.35,421.75,3534.64
0,0.0,1.0,8.29,3.0,24.87,4.0,33.16,62.0,514.05,349.0,2893.62,14.0,116.08,0.0,0.0,66.33,3523.75
8,34.88,27.0,117.73,202.0,880.79,193.0,841.55,578.0,2520.28,1945.0,8480.86,718.0,3130.72,0.0,0.0,1874.95,14131.86
17,15.91,42.0,39.31,878.0,821.72,464.0,434.26,1851.0,1732.35,4058.0,3797.88,2155.0,2016.86,23.0,21.53,1311.2,7568.62
0,0.0,7.0,40.88,19.0,110.96,24.0,140.16,110.0,642.41,387.0,2260.12,24.0,140.16,5.0,29.2,292.0,3071.89
1,1.07,87.0,92.99,112.0,119.71,858.0,917.09,875.0,935.26,2553.0,2728.82,141.0,150.71,0.0,0.0,1130.86,3814.79
2,12.62,,,2.0,12.62,9.0,56.79,83.0,523.73,331.0,2088.59,33.0,208.23,2.0,12.62,,2833.17
23,16.55,78.0,56.11,1089.0,783.41,994.0,715.07,3260.0,2345.21,4079.0,2934.38,1823.0,1311.44,113.0,81.29,1571.14,6672.33
0,0.0,36.0,123.33,78.0,267.21,145.0,496.75,251.0,859.88,1786.0,6118.53,76.0,260.36,11.0,37.68,887.29,7276.46
0,0.0,2.0,9.39,1.0,4.69,11.0,51.63,82.0,384.89,475.0,2229.52,10.0,46.94,,,65.71,
1,8.66,3.0,25.97,6.0,51.95,14.0,121.21,86.0,744.59,226.0,1956.71,15.0,129.87,1.0,8.66,207.79,2839.83
0,0.0,1.0,5.71,6.0,34.28,2.0,11.43,130.0,742.77,247.0,1411.27,7.0,40.0,2.0,11.43,51.42,2205.46
2,19.31,2.0,19.31,1.0,9.65,20.0,193.05,94.0,907.34,371.0,3581.08,17.0,164.09,1.0,9.65,241.31,4662.16
14,13.43,79.0,75.77,433.0,415.32,864.0,828.71,1612.0,1546.16,1988.0,1906.81,1449.0,1389.82,42.0,40.28,1333.23,4883.08
0,0.0,11.0,84.5,11.0,84.5,101.0,775.85,175.0,1344.29,1235.0,9486.86,98.0,752.8,5.0,38.41,944.85,11622.37
0,0.0,4.0,28.93,2.0,14.47,9.0,65.09,63.0,455.66,433.0,3131.78,12.0,86.79,1.0,7.23,108.49,3681.47
0,0.0,,,20.0,105.32,96.0,505.56,188.0,990.05,710.0,3739.01,89.0,468.69,5.0,26.33,,5224.08
3,25.61,3.0,25.61,19.0,162.17,177.0,1510.75,432.0,3687.27,986.0,8415.84,62.0,529.19,4.0,34.14,1724.14,12666.44
0,0.0,4.0,24.45,5.0,30.56,1.0,6.11,34.0,207.81,368.0,2249.25,9.0,55.01,10.0,61.12,61.12,2573.19
0,0.0,2.0,15.59,7.0,54.58,14.0,109.15,67.0,522.38,245.0,1910.18,14.0,109.15,0.0,0.0,179.32,2541.71
0,0.0,11.0,78.1,1.0,7.1,16.0,113.6,134.0,951.37,434.0,3081.29,19.0,134.9,4.0,28.4,198.79,4195.95
0,0.0,,,6.0,14.94,29.0,72.21,216.0,537.82,955.0,2377.87,46.0,114.54,17.0,42.33,,3072.56
1,5.57,12.0,66.79,30.0,166.97,15.0,83.49,227.0,1263.43,1037.0,5771.69,59.0,328.38,15.0,83.49,322.81,7446.99
0,0.0,1.0,8.88,7.0,62.16,6.0,53.28,34.0,301.93,600.0,5328.12,19.0,168.72,4.0,35.52,124.32,5834.3
0,0.0,1.0,8.49,8.0,67.91,1.0,8.49,64.0,543.25,247.0,2096.6,58.0,492.32,1.0,8.49,84.88,3140.65
2,15.47,7.0,54.14,3.0,23.2,10.0,77.34,93.0,719.26,334.0,2583.14,20.0,154.68,3.0,23.2,170.15,3480.28
0,0.0,0.0,0.0,2.0,16.66,7.0,58.3,56.0,466.43,254.0,2115.61,9.0,74.96,0.0,0.0,74.96,2657.0
2,2.34,32.0,37.37,74.0,86.42,83.0,96.93,641.0,748.6,3742.0,4370.17,279.0,325.84,41.0,47.88,223.06,5492.49
0,0.0,0.0,0.0,0.0,0.0,12.0,103.33,26.0,223.89,637.0,5485.23,27.0,232.5,3.0,25.83,103.33,5967.45
1,4.81,11.0,52.95,24.0,115.53,15.0,72.21,164.0,789.49,565.0,2719.88,134.0,645.07,5.0,24.07,245.51,4178.5
0,0.0,5.0,44.87,3.0,26.92,32.0,287.18,119.0,1067.94,363.0,3257.65,25.0,224.36,0.0,0.0,358.97,4549.94
0,0.0,3.0,8.97,1.0,2.99,165.0,493.14,83.0,248.06,430.0,1285.15,67.0,200.25,1.0,2.99,505.1,1736.45
1,4.79,13.0,62.32,45.0,215.73,56.0,268.47,101.0,484.2,761.0,3648.31,200.0,958.82,,,551.32,
4,13.21,9.0,29.71,125.0,412.68,164.0,541.43,636.0,2099.7,1036.0,3420.27,371.0,1224.83,34.0,112.25,997.03,6857.05
0,0.0,1.0,9.52,10.0,95.17,20.0,190.35,54.0,513.94,147.0,1399.07,31.0,295.04,1.0,9.52,295.04,2217.57
1,2.98,7.0,20.83,17.0,50.59,26.0,77.38,166.0,494.03,1214.0,3612.99,44.0,130.95,9.0,26.78,151.78,4264.75
0,0.0,2.0,6.15,13.0,40.0,6.0,18.46,155.0,476.91,979.0,3012.22,275.0,846.13,0.0,0.0,64.61,4335.25
74,32.31,177.0,77.28,1866.0,814.75,4705.0,2054.34,7543.0,3293.5,18156.0,7927.45,4006.0,1749.14,158.0,68.99,2978.69,13039.07
0,0.0,,,6.0,26.11,35.0,152.31,132.0,574.41,695.0,3024.37,53.0,230.64,3.0,13.05,,3842.47
0,0.0,9.0,49.3,4.0,21.91,16.0,87.64,95.0,520.38,613.0,3357.8,23.0,125.99,2.0,10.96,158.85,4015.12
1,7.02,7.0,49.15,22.0,154.47,168.0,1179.61,122.0,856.62,795.0,5582.08,22.0,154.47,0.0,0.0,1390.25,6593.18
0,0.0,,,3.0,13.44,24.0,107.53,55.0,246.43,652.0,2921.28,26.0,116.49,2.0,8.96,,3293.16
1,4.32,12.0,51.82,4.0,17.27,14.0,60.46,99.0,427.52,571.0,2465.78,17.0,73.41,7.0,30.23,133.87,2996.93
4,26.48,8.0,52.97,24.0,158.91,188.0,1244.79,214.0,1416.94,318.0,2105.54,229.0,1516.26,0.0,0.0,1483.15,5038.73
2,11.79,8.0,47.15,14.0,82.51,99.0,583.49,146.0,860.49,614.0,3618.79,122.0,719.04,3.0,17.68,724.94,5216.01
5,13.85,25.0,69.26,155.0,429.43,130.0,360.17,1209.0,3349.59,2556.0,7081.51,230.0,637.23,15.0,41.56,872.72,11109.88
0,0.0,3.0,15.26,9.0,45.77,47.0,239.02,161.0,818.76,406.0,2064.69,194.0,986.57,16.0,81.37,300.04,3951.38
7,23.7,19.0,64.32,49.0,165.88,145.0,490.86,242.0,819.23,851.0,2880.84,67.0,226.81,1.0,3.39,744.75,3930.26
2,17.29,0.0,0.0,7.0,60.51,22.0,190.16,75.0,648.28,391.0,3379.72,28.0,242.03,3.0,25.93,267.96,4295.96
0,0.0,,,3.0,24.38,18.0,146.29,69.0,560.79,303.0,2462.61,19.0,154.42,2.0,16.25,,3194.08
4,13.22,19.0,62.77,30.0,99.11,346.0,1143.12,637.0,2104.53,1581.0,5223.34,56.0,185.01,3.0,9.91,1318.22,7522.8
0,0.0,0.0,0.0,17.0,125.22,10.0,73.66,101.0,743.96,151.0,1112.26,15.0,110.49,4.0,29.46,198.88,1996.17
0,0.0,3.0,12.83,8.0,34.21,6.0,25.66,116.0,496.11,553.0,2365.07,28.0,119.75,3.0,12.83,72.71,2993.76
1,4.09,2.0,8.18,9.0,36.79,13.0,53.15,85.0,347.49,607.0,2481.5,23.0,94.03,9.0,36.79,102.2,2959.81
0,0.0,3.0,24.08,1.0,8.03,7.0,56.19,79.0,634.18,433.0,3475.96,17.0,136.47,,,88.3,
45,40.67,68.0,61.46,1329.0,1201.21,858.0,775.5,1561.0,1410.91,2251.0,2034.56,2290.0,2069.81,60.0,54.23,2078.85,5569.51
1,6.95,1.0,6.95,3.0,20.84,4.0,27.79,194.0,1347.97,616.0,4280.16,22.0,152.86,6.0,41.69,62.53,5822.68
0,0.0,1.0,4.64,13.0,60.38,78.0,362.25,128.0,594.46,700.0,3250.98,83.0,385.47,0.0,0.0,427.27,4230.91
0,0.0,4.0,16.02,57.0,228.33,26.0,104.15,213.0,853.23,405.0,1622.34,242.0,969.4,47.0,188.27,348.5,3633.23
5,19.48,20.0,77.9,101.0,393.41,217.0,845.25,786.0,3061.58,1800.0,7011.26,107.0,416.78,21.0,81.8,1336.03,10571.42
2,1.93,62.0,59.88,46.0,44.43,341.0,329.35,644.0,622.01,3368.0,3252.97,239.0,230.84,9.0,8.69,435.6,4114.51
0,0.0,1.0,7.29,2.0,14.58,24.0,174.93,92.0,670.55,541.0,3943.15,26.0,189.5,1.0,7.29,196.79,4810.5
54,14.32,339.0,89.88,1143.0,303.06,3385.0,897.52,7196.0,1907.98,12790.0,3391.21,4447.0,1179.1,249.0,66.02,1304.78,6544.31
0,0.0,8.0,16.31,44.0,89.68,102.0,207.9,372.0,758.22,802.0,1634.67,114.0,232.36,3.0,6.11,313.89,2631.36
1,2.91,9.0,26.22,56.0,163.15,510.0,1485.8,334.0,973.05,707.0,2059.72,419.0,1220.68,0.0,0.0,1678.08,4253.46
0,0.0,2.0,11.19,0.0,0.0,25.0,139.93,57.0,319.04,167.0,934.74,18.0,100.75,0.0,0.0,151.13,1354.53
0,0.0,3.0,7.48,8.0,19.93,63.0,156.98,180.0,448.51,783.0,1951.01,61.0,151.99,1.0,2.49,184.39,2554.01
0,0.0,3.0,16.65,10.0,55.5,10.0,55.5,42.0,233.1,556.0,3085.8,21.0,116.55,2.0,11.1,127.65,3446.55
0,0.0,4.0,21.14,3.0,15.86,64.0,338.3,72.0,380.59,844.0,4461.36,27.0,142.72,18.0,95.15,375.3,5079.82
5,5.09,33.0,33.62,140.0,142.65,41.0,41.77,1277.0,1301.14,3536.0,3602.83,448.0,456.47,28.0,28.53,223.14,5388.97
0,0.0,3.0,8.74,8.0,23.29,9.0,26.21,56.0,163.06,294.0,856.07,75.0,218.39,2.0,5.82,58.24,1243.34
0,0.0,12.0,88.53,16.0,118.05,112.0,826.32,142.0,1047.66,537.0,3961.93,31.0,228.71,4.0,29.51,1032.91,5267.82
0,0.0,0.0,0.0,0.0,0.0,90.0,566.68,84.0,528.9,218.0,1372.62,43.0,270.75,0.0,0.0,566.68,2172.27
2,11.44,17.0,97.27,19.0,108.71,42.0,240.3,407.0,2328.64,1045.0,5978.94,60.0,343.29,19.0,108.71,457.72,8759.58
0,0.0,10.0,92.17,1.0,9.22,59.0,543.78,38.0,350.23,67.0,617.51,4.0,36.87,0.0,0.0,645.16,1004.61
3,20.53,4.0,27.37,19.0,129.99,45.0,307.88,153.0,1046.8,747.0,5110.84,37.0,253.15,13.0,88.94,485.77,6499.73
0,0.0,0.0,0.0,1.0,8.05,25.0,201.17,37.0,297.74,115.0,925.4,13.0,104.61,1.0,8.05,209.22,1335.8
0,0.0,2.0,18.73,16.0,149.83,12.0,112.37,79.0,739.77,1056.0,9888.57,41.0,383.93,1.0,9.36,280.93,11021.63
0,0.0,2.0,11.48,14.0,80.38,33.0,189.46,164.0,941.55,600.0,3444.71,36.0,206.68,8.0,45.93,281.32,4638.88
0,0.0,2.0,14.27,0.0,0.0,12.0,85.63,90.0,642.21,135.0,963.32,12.0,85.63,2.0,14.27,99.9,1705.44
2,6.27,8.0,25.07,48.0,150.44,43.0,134.77,439.0,1375.92,1477.0,4629.22,66.0,206.86,14.0,43.88,316.55,6255.88
0,0.0,1.0,8.47,1.0,8.47,40.0,338.95,19.0,161.0,150.0,1271.08,5.0,42.37,2.0,16.95,355.9,1491.4
0,0.0,1.0,4.97,0.0,0.0,5.0,24.84,56.0,278.18,178.0,884.21,10.0,49.67,1.0,4.97,29.8,1217.03
0,0.0,0.0,0.0,3.0,20.93,38.0,265.16,111.0,774.54,451.0,3147.02,48.0,334.94,12.0,83.73,286.09,4340.24
2,8.04,0.0,0.0,1.0,4.02,8.0,32.16,191.0,767.84,353.0,1419.1,10.0,40.2,2.0,8.04,44.22,2235.18
0,0.0,,,10.0,56.67,1.0,5.67,21.0,119.01,294.0,1666.19,31.0,175.69,0.0,0.0,,1960.9
40,27.66,81.0,56.02,995.0,688.14,1237.0,855.5,2282.0,1578.22,3721.0,2573.43,1840.0,1272.54,389.0,269.03,1627.33,5693.22
1,3.0,8.0,23.99,3.0,9.0,25.0,74.98,204.0,611.84,1358.0,4072.94,91.0,272.93,6.0,18.0,110.97,4975.71
9,18.64,40.0,82.84,31.0,64.2,314.0,650.33,817.0,1692.11,2295.0,4753.23,88.0,182.26,24.0,49.71,816.02,6677.3
0,0.0,,,1.0,8.39,15.0,125.82,76.0,637.48,179.0,1501.43,17.0,142.59,3.0,25.16,,2306.66
0,0.0,0.0,0.0,11.0,52.69,18.0,86.22,150.0,718.49,229.0,1096.9,89.0,426.31,0.0,0.0,138.91,2241.7
0,0.0,4.0,35.55,3.0,26.66,13.0,115.52,101.0,897.54,526.0,4674.31,40.0,355.46,1.0,8.89,177.73,5936.19
2,14.28,2.0,14.28,31.0,221.33,47.0,335.57,173.0,1235.18,709.0,5062.12,38.0,271.31,0.0,0.0,585.46,6568.61
0,0.0,,,10.0,28.8,45.0,129.59,167.0,480.94,973.0,2802.1,90.0,259.19,17.0,48.96,,3591.18
68,37.61,215.0,118.9,1136.0,628.25,4468.0,2470.95,5796.0,3205.38,14306.0,7911.69,2081.0,1150.86,174.0,96.23,3255.71,12364.16
3,15.98,5.0,26.63,41.0,218.39,62.0,330.24,446.0,2375.63,973.0,5182.7,72.0,383.51,10.0,53.27,591.24,7995.1
4,12.29,11.0,33.8,22.0,67.59,151.0,463.93,448.0,1376.43,2129.0,6541.11,89.0,273.44,19.0,58.38,577.61,8249.35
0,0.0,7.0,49.28,10.0,70.4,24.0,168.97,84.0,591.38,316.0,2224.73,21.0,147.85,1.0,7.04,288.65,2970.99
5,24.58,24.0,118.01,48.0,236.01,250.0,1229.23,299.0,1470.15,1992.0,9794.47,133.0,653.95,12.0,59.0,1607.83,11977.58
3,4.97,39.0,64.56,207.0,342.68,196.0,324.47,1068.0,1768.04,2932.0,4853.82,493.0,816.14,,,736.68,
3,6.47,23.0,49.58,126.0,271.59,118.0,254.35,723.0,1558.42,1675.0,3610.46,208.0,448.34,39.0,84.06,581.98,5701.29
0,0.0,3.0,19.13,0.0,0.0,4.0,25.51,77.0,491.01,628.0,4004.59,14.0,89.27,1.0,6.38,44.64,4591.25
0,0.0,1.0,8.34,7.0,58.37,9.0,75.04,49.0,408.57,390.0,3251.9,39.0,325.19,0.0,0.0,141.75,3985.66
9,13.26,98.0,144.36,430.0,633.41,1000.0,1473.06,1488.0,2191.91,5472.0,8060.57,830.0,1222.64,11.0,16.2,2264.09,11491.32
3,5.52,28.0,51.55,509.0,937.02,448.0,824.73,1589.0,2925.2,2870.0,5283.41,1425.0,2623.29,13.0,23.93,1818.82,10855.84
1,1.65,9.0,14.85,19.0,31.34,55.0,90.72,254.0,418.98,1618.0,2668.95,108.0,178.15,17.0,28.04,138.56,3294.13
0,0.0,7.0,30.73,16.0,70.23,5.0,21.95,79.0,346.76,612.0,2686.33,51.0,223.86,0.0,0.0,122.9,3256.96
0,0.0,4.0,20.24,3.0,15.18,8.0,40.47,54.0,273.18,170.0,860.02,43.0,217.53,3.0,15.18,75.88,1365.91
1,7.92,1.0,7.92,14.0,110.81,25.0,197.88,99.0,783.6,249.0,1970.87,13.0,102.9,0.0,0.0,324.52,2857.37
0,0.0,2.0,18.2,27.0,245.68,110.0,1000.91,154.0,1401.27,492.0,4476.8,6.0,54.6,7.0,63.69,1264.79,5996.36
2,5.57,3.0,8.36,130.0,362.1,66.0,183.83,584.0,1626.65,791.0,2203.22,571.0,1590.44,7.0,19.5,559.86,5439.81
0,0.0,0.0,0.0,1.0,7.22,2.0,14.44,46.0,332.18,305.0,2202.48,15.0,108.32,0.0,0.0,21.66,2642.98
0,0.0,3.0,16.46,7.0,38.41,61.0,334.69,114.0,625.48,535.0,2935.37,32.0,175.57,,,389.55,
0,0.0,1.0,7.24,8.0,57.89,17.0,123.01,43.0,311.14,194.0,1403.76,34.0,246.02,0.0,0.0,188.13,1960.93
4,30.81,1.0,7.7,11.0,84.72,6.0,46.21,125.0,962.72,565.0,4351.51,15.0,115.53,4.0,30.81,169.44,5460.57
83,42.54,173.0,88.66,1505.0,771.31,1019.0,522.23,7071.0,3623.87,11603.0,5946.51,4054.0,2077.66,145.0,74.31,1424.74,11722.35
4,9.24,17.0,39.25,101.0,233.2,163.0,376.36,565.0,1304.55,883.0,2038.79,345.0,796.58,12.0,27.71,658.05,4167.63
0,0.0,0.0,0.0,5.0,31.69,8.0,50.7,31.0,196.45,263.0,1666.67,5.0,31.69,2.0,12.67,82.38,1907.48
0,0.0,4.0,26.21,18.0,117.95,21.0,137.61,61.0,399.71,317.0,2077.19,73.0,478.34,3.0,19.66,281.76,2974.9
2,8.31,4.0,16.62,58.0,241.05,26.0,108.06,180.0,748.1,1106.0,4596.65,175.0,727.32,,,374.05,
1,4.0,9.0,35.97,69.0,275.8,77.0,307.78,323.0,1291.07,694.0,2774.0,131.0,523.62,1.0,4.0,623.55,4592.69
49,27.32,269.0,150.01,1475.0,822.52,1129.0,629.58,4303.0,2399.53,9473.0,5282.53,2939.0,1638.91,260.0,144.99,1629.43,9465.95
5,7.16,25.0,35.8,358.0,512.61,244.0,349.37,851.0,1218.52,3408.0,4879.79,706.0,1010.9,29.0,41.52,904.94,7150.73
0,0.0,4.0,30.79,4.0,30.79,12.0,92.36,65.0,500.27,219.0,1685.52,13.0,100.05,0.0,0.0,153.93,2285.85
1,6.61,3.0,19.83,1.0,6.61,25.0,165.23,114.0,753.47,523.0,3456.71,57.0,376.73,0.0,0.0,198.28,4586.91
0,0.0,11.0,76.68,6.0,41.82,15.0,104.56,155.0,1080.44,484.0,3373.76,26.0,181.24,1.0,6.97,223.06,4642.41
1,4.43,13.0,57.59,41.0,181.64,103.0,456.32,314.0,1391.1,1244.0,5511.25,95.0,420.88,0.0,0.0,699.98,7323.23
0,0.0,1.0,7.93,3.0,23.78,5.0,39.64,45.0,356.75,408.0,3234.5,55.0,436.02,2.0,15.86,71.35,4043.13
0,0.0,7.0,14.09,84.0,169.08,91.0,183.17,205.0,412.64,2201.0,4430.35,278.0,559.58,4.0,8.05,366.34,5410.63
2,8.37,19.0,79.5,28.0,117.16,21.0,87.87,286.0,1196.75,787.0,3293.16,107.0,447.74,2.0,8.37,292.91,4946.02
0,0.0,,,2.0,15.1,11.0,83.08,96.0,725.02,348.0,2628.2,20.0,151.05,1.0,7.55,,3511.82
1,7.02,3.0,21.07,22.0,154.55,10.0,70.25,108.0,758.69,589.0,4137.69,45.0,316.12,0.0,0.0,252.9,5212.5
1,4.6,8.0,36.83,75.0,345.27,52.0,239.39,215.0,989.78,766.0,3526.38,159.0,731.98,,,626.09,
0,0.0,0.0,0.0,27.0,187.16,32.0,221.82,152.0,1053.65,405.0,2807.43,136.0,942.74,2.0,13.86,408.98,4817.69
0,0.0,6.0,21.17,9.0,31.75,15.0,52.92,208.0,733.79,332.0,1171.24,18.0,63.5,11.0,38.81,105.84,2007.34
0,0.0,5.0,38.28,5.0,38.28,9.0,68.91,84.0,643.14,249.0,1906.44,27.0,206.72,6.0,45.94,145.47,2802.24
0,0.0,18.0,32.02,62.0,110.3,104.0,185.03,408.0,725.88,1685.0,2997.79,213.0,378.95,4.0,7.12,327.36,4109.74
0,0.0,0.0,0.0,4.0,23.32,13.0,75.8,94.0,548.1,184.0,1072.89,17.0,99.13,3.0,17.49,99.13,1737.61
0,0.0,5.0,7.01,13.0,18.22,31.0,43.45,231.0,323.8,846.0,1185.85,44.0,61.68,1.0,1.4,68.68,1572.73
2,4.09,10.0,20.45,80.0,163.64,182.0,372.27,512.0,1047.27,1943.0,3974.31,308.0,630.0,24.0,49.09,560.45,5700.67
47,7.96,281.0,47.61,1561.0,264.48,4220.0,714.99,5643.0,956.09,29440.0,4988.01,5546.0,939.66,461.0,78.11,1035.05,6961.87
0,0.0,2.0,12.93,4.0,25.86,41.0,265.11,71.0,459.1,248.0,1603.62,35.0,226.32,0.0,0.0,303.91,2289.04
1,2.93,12.0,35.21,56.0,164.32,113.0,331.57,388.0,1138.5,557.0,1634.39,88.0,258.22,10.0,29.34,534.04,3060.45
0,0.0,3.0,21.53,1.0,7.18,90.0,646.04,53.0,380.45,163.0,1170.05,12.0,86.14,0.0,0.0,674.75,1636.64
3,19.08,14.0,89.06,50.0,318.07,134.0,852.42,301.0,1914.76,947.0,6024.17,68.0,432.57,4.0,25.45,1278.63,8396.95
4,25.16,12.0,75.49,24.0,150.98,41.0,257.93,184.0,1157.52,453.0,2849.77,57.0,358.58,18.0,113.24,509.56,4479.11
0,0.0,0.0,0.0,12.0,47.97,26.0,103.94,110.0,439.75,312.0,1247.3,25.0,99.94,1.0,4.0,151.91,1791.0
0,0.0,1.0,8.77,6.0,52.65,1.0,8.77,45.0,394.84,321.0,2816.53,6.0,52.65,1.0,8.77,70.19,3272.79
1,5.39,2.0,10.77,30.0,161.55,32.0,172.32,306.0,1647.82,527.0,2837.91,258.0,1389.34,2.0,10.77,350.03,5885.84
0,0.0,4.0,20.61,1.0,5.15,26.0,133.96,81.0,417.33,347.0,1787.83,17.0,87.59,4.0,20.61,159.72,2313.36
2,5.57,36.0,100.23,63.0,175.39,208.0,579.08,375.0,1044.02,1783.0,4963.95,200.0,556.81,7.0,19.49,860.27,6584.26
6,9.88,31.0,51.04,48.0,79.03,110.0,181.12,1056.0,1738.76,2839.0,4674.56,263.0,433.04,24.0,39.52,321.08,6885.88
1,4.56,4.0,18.23,38.0,173.22,174.0,793.18,437.0,1992.07,758.0,3455.35,78.0,355.56,16.0,72.94,989.2,5875.92
0,0.0,7.0,38.13,34.0,185.23,33.0,179.78,134.0,730.01,759.0,4134.89,97.0,528.44,7.0,38.13,403.14,5431.47
0,0.0,1.0,8.11,11.0,89.26,61.0,494.97,140.0,1135.99,411.0,3334.96,84.0,681.6,6.0,48.69,592.34,5201.23
1,6.56,,,7.0,45.95,24.0,157.54,88.0,577.66,396.0,2599.45,16.0,105.03,2.0,13.13,,3295.26
0,0.0,5.0,42.17,5.0,42.17,2.0,16.87,59.0,497.64,331.0,2791.84,18.0,151.82,7.0,59.04,101.21,3500.34
0,0.0,1.0,8.36,3.0,25.07,6.0,50.14,55.0,459.6,157.0,1311.94,39.0,325.9,1.0,8.36,83.56,2105.79
0,0.0,1.0,3.4,18.0,61.28,18.0,61.28,98.0,333.63,736.0,2505.62,43.0,146.39,3.0,10.21,125.96,2995.85
82,44.9,129.0,70.63,1550.0,848.7,3805.0,2083.42,4740.0,2595.38,8410.0,4604.89,3596.0,1968.99,144.0,78.85,3047.66,9248.11
5,14.44,26.0,75.11,485.0,1401.09,352.0,1016.87,675.0,1949.97,1838.0,5309.68,869.0,2510.4,20.0,57.78,2507.51,9827.83
64,27.74,159.0,68.91,1638.0,709.86,843.0,365.33,6340.0,2747.57,13522.0,5860.05,2954.0,1280.18,348.0,150.81,1171.84,10038.61
2,2.28,34.0,38.71,38.0,43.27,128.0,145.74,1040.0,1184.17,3009.0,3426.13,302.0,343.87,10.0,11.39,230.0,4965.56
0,0.0,1.0,3.71,5.0,18.54,32.0,118.64,168.0,622.85,527.0,1953.81,43.0,159.42,25.0,92.69,140.88,2828.75
0,0.0,5.0,45.5,9.0,81.89,17.0,154.69,99.0,900.82,382.0,3475.89,67.0,609.65,7.0,63.69,282.07,5050.05
